Symbol,Price~,Type,Strike,Expires,DTE,"Bid x Size","Ask x Size",Trade,Size,Side,Premium,Volume,"Open Int",IV,Delta,Code,*,Time
SPY,683.99,Put,658,2026-02-27T16:30:00-06:00,7,"1.50 x 104","1.51 x 150",1.51,1758,ask,265400,2663,10698,24.98%,-0.1249671469,AUTO,N/A,"09:51:11 ET"
EWG,44.04,Put,45,2026-03-20T16:30:00-05:00,28,"1.25 x 48","1.40 x 71",1.35,526,mid,71000,2999,53,15.42%,-0.7010748185,MLET,N/A,"09:51:12 ET"
EWG,44.04,Put,44,2026-02-20T16:30:00-06:00,0,"0.05 x 242","0.15 x 141",0.15,387,ask,5800,3010,3618,12.86%,-0.4493223999,MLET,N/A,"09:51:12 ET"
EWG,44.04,Put,45,2026-03-20T16:30:00-05:00,28,"1.25 x 48","1.40 x 71",1.4,387,ask,54100,2999,53,15.42%,-0.7010748185,MLET,N/A,"09:51:12 ET"
EWG,44.04,Put,45,2026-03-20T16:30:00-05:00,28,"1.25 x 40","1.40 x 71",1.33,571,mid,75900,2999,53,15.42%,-0.7010748185,MLET,N/A,"09:51:12 ET"
EWG,44.04,Put,45,2026-03-20T16:30:00-05:00,28,"1.30 x 4","1.40 x 83",1.35,189,mid,25500,2999,53,15.42%,-0.7010748185,MLET,N/A,"09:51:12 ET"
EWG,44.04,Put,45,2026-03-20T16:30:00-05:00,28,"1.25 x 202","1.40 x 83",1.4,156,ask,21800,2999,53,15.42%,-0.7010748185,MLET,N/A,"09:51:13 ET"
EWG,44.04,Put,45,2026-03-20T16:30:00-05:00,28,"1.25 x 202","1.40 x 83",1.33,135,mid,17900,2999,53,15.42%,-0.7010748185,MLET,N/A,"09:51:13 ET"
SQQQ,72.15,Call,72,2026-02-27T16:30:00-06:00,7,"3.05 x 402","3.35 x 763",3.35,180,ask,60300,481,871,77.89%,0.53176241826617,SLFT,N/A,"09:51:30 ET"
KWEB,32.18,Call,32.5,2026-02-20T16:30:00-06:00,0,"0.03 x 584","0.04 x 14",0.04,5690,ask,22700,32154,166,24.06%,0.21841301880697,ISOI,N/A,"09:51:31 ET"
KWEB,32.18,Call,32.5,2026-02-20T16:30:00-06:00,0,"0.01 x 81","0.04 x 109",0.04,6000,ask,24000,32154,166,24.06%,0.21841301880697,SLAN,N/A,"09:51:31 ET"
KWEB,32.18,Call,32.5,2026-02-20T16:30:00-06:00,0,"0.01 x 81","0.04 x 109",0.05,9380,ask,46900,32154,166,24.06%,0.21841301880697,SLAN,N/A,"09:51:31 ET"
SLV,73.9801,Call,75.5,2026-02-20T16:30:00-06:00,0,"0.16 x 604","0.17 x 934",0.17,934,ask,15800,3741,1679,43.40%,0.18771053581338,AUTO,N/A,"09:51:31 ET"
SILJ,35.5,Call,34,2026-03-20T16:30:00-05:00,28,"3.45 x 13","3.50 x 12",3.5,167,ask,58400,513,1730,70.49%,0.63046667842835,SLAN,N/A,"09:51:45 ET"
SOXS,1.74,Call,2,2026-03-20T16:30:00-05:00,28,"0.1500 x 125","0.1600 x 345",0.16,1980,ask,31600,2453,30550,130.93%,0.42266740411824,AUTO,N/A,"09:51:53 ET"
IWM,263.32,Put,250,2026-03-20T16:30:00-05:00,28,"3.16 x 64","3.19 x 218",3.19,975,ask,311000,12745,114669,29.06%,-0.2399295314,AUTO,N/A,"09:51:53 ET"
KWEB,32.18,Call,32.5,2026-02-20T16:30:00-06:00,0,"0.01 x 247","0.04 x 2004",0.04,4758,ask,19000,32154,166,24.06%,0.21841301880697,SLAN,N/A,"09:51:56 ET"
QQQ,603.8711,Put,580,2026-03-20T16:30:00-05:00,28,"7.96 x 59","8.00 x 35",8,1577,ask,1261600,8006,58528,27.14%,-0.2735046761,ISOI,N/A,"09:52:21 ET"
TLT,89.625,Call,90,2026-03-20T16:30:00-05:00,28,"0.82 x 179","0.85 x 326",0.84,800,mid,67200,1155,66644,9.44%,0.46752818705634,MLET,N/A,"09:52:21 ET"
TLT,89.625,Call,89,2026-02-20T16:30:00-06:00,0,"0.63 x 259","0.67 x 280",0.64,400,mid,25600,648,63283,12.38%,0.8645174200218,MLET,N/A,"09:52:21 ET"
GUSH,30.69,Call,24,2026-06-18T16:30:00-05:00,118,"7.60 x 707","8.90 x 873",8.27,175,mid,144700,1694,20,62.39%,0.81708283999236,MLET,N/A,"09:52:31 ET"
GUSH,30.69,Call,24,2026-02-20T16:30:00-06:00,0,"6.20 x 710","7.50 x 1797",6.84,175,mid,119700,2444,3793,329.97%,0.93580328449399,MLET,N/A,"09:52:31 ET"
GUSH,30.69,Call,24,2026-06-18T16:30:00-05:00,118,"7.60 x 707","8.90 x 873",8.26,408,mid,337000,1694,20,62.39%,0.81708283999236,MLET,N/A,"09:52:31 ET"
GUSH,30.69,Call,24,2026-02-20T16:30:00-06:00,0,"6.20 x 710","7.50 x 1797",6.83,408,mid,278600,2444,3793,329.97%,0.93580328449399,MLET,N/A,"09:52:31 ET"
SPY,683.99,Put,682,2026-02-20T16:30:00-06:00,0,"1.51 x 59","1.52 x 455",1.51,1483,bid,223900,40085,10287,15.98%,-0.3585466677,AUTO,N/A,"09:52:32 ET"
KWEB,32.18,Call,32.5,2026-02-20T16:30:00-06:00,0,"0.03 x 527","0.05 x 1524",0.04,1400,mid,5600,32154,166,24.06%,0.21841301880697,SLAN,N/A,"09:52:33 ET"
SILJ,35.5,Call,42,2026-05-15T16:30:00-05:00,84,"2.56 x 20","2.67 x 197",2.64,112,mid,29500,137,7280,70.85%,0.382199301191,SLAN,N/A,"09:52:36 ET"
XLE,54.9016,Call,50.5,2026-03-20T16:30:00-05:00,28,"4.65 x 1172","4.90 x 200",4.9,200,ask,98000,200,5593,32.40%,0.83815620476551,AUTO,N/A,"09:52:39 ET"
CORN,17.585,Call,18,2026-08-21T16:30:00-05:00,182,"1.10 x 6","1.10 x 13",1.1,266,ask,29200,2084,1926,24.12%,0.52137875635167,AUTO,N/A,"09:52:48 ET"
EWZ,38.625,Call,38.5,2026-02-27T16:30:00-06:00,7,"0.71 x 805","0.75 x 2360",0.73,158,mid,11500,502,59,34.02%,0.52957888086843,MLET,N/A,"09:52:52 ET"
EWZ,38.625,Call,38,2026-02-20T16:30:00-06:00,0,"0.57 x 293","0.62 x 1428",0.6,158,mid,9400,1207,66352,28.48%,0.86647013005102,MLET,N/A,"09:52:52 ET"
QQQ,603.8711,Put,620,2026-02-20T16:30:00-06:00,0,"16.31 x 64","16.75 x 6",16.3,955,bid,1556600,5032,12307,0.00%,0,ISOI,N/A,"09:53:02 ET"
QQQ,603.8711,Put,620,2026-02-20T16:30:00-06:00,0,"16.32 x 98","16.68 x 16",16.31,979,bid,1596700,5032,12307,0.00%,0,ISOI,N/A,"09:53:02 ET"
DUST,4.28,Call,8,2026-06-18T16:30:00-05:00,118,"0.10 x 11","2.20 x 2556",1.13,250,mid,28200,250,576,102.73%,0.22410292795036,MLET,N/A,"09:53:12 ET"
DUST,4.28,Call,7,2026-06-18T16:30:00-05:00,118,"0.15 x 12","2.25 x 1996",1.23,250,mid,30700,250,523,95.65%,0.27069328963037,MLET,N/A,"09:53:12 ET"
CORN,17.585,Call,18,2026-08-21T16:30:00-05:00,182,"1.10 x 115","1.15 x 269",1.15,951,ask,109300,2084,1926,24.12%,0.52137875635167,AUTO,N/A,"09:53:13 ET"
CORN,17.585,Call,18,2026-08-21T16:30:00-05:00,182,"1.10 x 202","1.15 x 269",1.15,202,ask,23200,2084,1926,24.12%,0.52137875635167,AUTO,N/A,"09:53:13 ET"
CORN,17.585,Call,18,2026-08-21T16:30:00-05:00,182,"0.80 x 102","1.15 x 269",1.15,218,ask,25000,2084,1926,24.12%,0.52137875635167,AUTO,N/A,"09:53:13 ET"
CORN,17.585,Call,18,2026-08-21T16:30:00-05:00,182,"1.10 x 171","1.15 x 269",1.15,217,ask,24900,2084,1926,24.12%,0.52137875635167,AUTO,N/A,"09:53:13 ET"
SMH,411.8,Call,415,2026-02-20T16:30:00-06:00,0,"0.84 x 104","1.25 x 135",1.25,135,ask,16800,326,2918,27.42%,0.29827078674566,AUTO,N/A,"09:53:16 ET"
SILJ,35.5,Call,37.5,2026-02-27T16:30:00-06:00,7,"0.50 x 464","0.66 x 667",0.66,327,ask,21500,521,42,71.30%,0.30898864886233,AUTO,BuyToOpen,"09:53:21 ET"
ASHR,33.61,Call,36,2026-03-20T16:30:00-05:00,28,"0.13 x 39","0.17 x 164",0.15,1500,mid,22500,1500,36620,21.97%,0.14626926062388,SLAN,N/A,"09:53:26 ET"
SILJ,35.5,Call,34,2026-03-20T16:30:00-05:00,28,"3.45 x 171","3.60 x 491",3.57,300,mid,107100,513,1730,70.49%,0.63046667842835,SLAN,N/A,"09:53:29 ET"
DIA,492.44,Put,490,2026-02-20T16:30:00-06:00,0,"0.66 x 297","0.72 x 64",0.66,393,bid,25900,1266,2247,16.58%,-0.2775044457,AUTO,N/A,"09:53:44 ET"
IWM,263.32,Call,267,2026-02-20T16:30:00-06:00,0,"0.18 x 572","0.19 x 1062",0.18,572,bid,10200,17294,17301,22.47%,0.11961359321579,AUTO,N/A,"09:53:56 ET"
GUSH,30.69,Call,24,2026-04-17T16:30:00-05:00,56,"6.80 x 18","8.20 x 99",7.5,412,mid,309000,750,0,68.40%,0.8583851141187,MLET,ToOpen,"09:54:08 ET"
GUSH,30.69,Call,24,2026-02-20T16:30:00-06:00,0,"6.20 x 789","7.50 x 815",6.85,412,mid,282200,2444,3793,329.97%,0.93580328449399,MLET,N/A,"09:54:08 ET"
GUSH,30.69,Call,24,2026-02-20T16:30:00-06:00,0,"6.20 x 789","7.50 x 815",6.85,338,mid,231500,2444,3793,329.97%,0.93580328449399,MLET,N/A,"09:54:08 ET"
GUSH,30.69,Call,24,2026-04-17T16:30:00-05:00,56,"6.80 x 18","8.20 x 99",7.5,338,mid,253500,750,0,68.40%,0.8583851141187,MLET,N/A,"09:54:08 ET"
GLD,464.83,Call,650,2026-09-18T16:30:00-05:00,210,"7.50 x 498","7.55 x 491",7.5,498,bid,373500,507,331,33.92%,0.1369100717055,AUTO,SellToOpen,"09:54:12 ET"
GDX,105.62,Call,102,2026-02-27T16:30:00-06:00,7,"5.00 x 305","5.40 x 1156",5.17,137,mid,70800,757,399,51.95%,0.70211351321983,MLET,N/A,"09:54:12 ET"
GDX,105.62,Call,101,2026-02-20T16:30:00-06:00,0,"4.55 x 61","5.00 x 927",4.8,137,mid,65700,774,2145,68.26%,0.90000390531726,MLET,N/A,"09:54:12 ET"
TLT,89.625,Call,100,2027-01-15T16:30:00-06:00,329,"1.16 x 528","1.27 x 626",1.16,225,bid,26100,535,124453,11.45%,0.21821428366978,AUTO,N/A,"09:54:20 ET"
GLD,464.83,Call,455,2026-05-15T16:30:00-05:00,84,"32.50 x 198","33.10 x 86",32.84,205,mid,673200,982,7884,28.98%,0.61207094639796,MLET,N/A,"09:54:20 ET"
GLD,464.83,Call,470,2026-05-15T16:30:00-05:00,84,"25.30 x 221","25.80 x 1",25.53,205,mid,523300,981,6738,29.33%,0.5209018653255,MLET,N/A,"09:54:20 ET"
SLV,73.9801,Call,70,2026-08-21T16:30:00-05:00,182,"15.20 x 1","15.30 x 496",15.2,1000,bid,1520000,1023,12613,62.27%,0.65042302725795,MLFT,N/A,"09:54:22 ET"
SLV,73.9801,Call,90,2026-08-21T16:30:00-05:00,182,"9.40 x 583","9.60 x 641",9.6,1000,ask,960000,1007,8663,69.24%,0.45232370080032,MLFT,N/A,"09:54:22 ET"
TQQQ,48.88,Call,52.5,2026-03-20T16:30:00-05:00,28,"1.54 x 830","1.75 x 868",1.75,296,ask,51800,836,9899,57.13%,0.36135788431616,AUTO,N/A,"09:54:23 ET"
GLD,464.83,Call,455,2026-05-15T16:30:00-05:00,84,"32.50 x 293","33.10 x 85",32.83,355,mid,1165400,982,7884,28.98%,0.61207094639796,MLET,N/A,"09:54:24 ET"
GLD,464.83,Call,470,2026-05-15T16:30:00-05:00,84,"25.30 x 249","25.80 x 1",25.54,355,mid,906600,981,6738,29.33%,0.5209018653255,MLET,N/A,"09:54:24 ET"
GLD,464.83,Call,455,2026-05-15T16:30:00-05:00,84,"32.50 x 185","33.05 x 84",32.81,339,mid,1112200,982,7884,28.98%,0.61207094639796,MLET,N/A,"09:54:25 ET"
GLD,464.83,Call,470,2026-05-15T16:30:00-05:00,84,"25.30 x 255","25.80 x 110",25.52,339,mid,865100,981,6738,29.33%,0.5209018653255,MLET,N/A,"09:54:25 ET"
EWY,138.6,Put,135,2026-02-20T16:30:00-06:00,0,"0.20 x 500","0.40 x 965",0.2,500,bid,10000,1000,1059,39.25%,-0.0968999265,AUTO,N/A,"09:54:31 ET"
GLD,464.83,Call,490,2026-02-25T16:30:00-06:00,5,"0.90 x 37","0.95 x 342",0.95,342,ask,32400,1820,209,35.12%,0.10560019445662,AUTO,N/A,"09:54:31 ET"
GDX,105.62,Call,90,2026-03-20T16:30:00-05:00,28,"16.65 x 532","17.60 x 1096",17.05,200,mid,341000,201,37571,56.61%,0.86800583800043,MLET,N/A,"09:54:33 ET"
GDX,105.62,Call,100,2026-03-20T16:30:00-05:00,28,"9.05 x 584","9.40 x 48",9.23,200,mid,184600,269,11073,51.28%,0.682866996891,MLET,N/A,"09:54:33 ET"
SPY,683.99,Put,600,2026-03-20T16:30:00-05:00,28,"1.42 x 718","1.43 x 153",1.42,4298,bid,610300,22814,54453,30.80%,-0.0547474588,AUTO,N/A,"09:54:35 ET"
EWZ,38.625,Call,35,2027-01-15T16:30:00-06:00,329,"6.95 x 799","7.00 x 102",7,102,ask,71400,300,10833,43.87%,0.6249582806521,AUTO,N/A,"09:54:46 ET"
EWZ,38.625,Call,35,2027-01-15T16:30:00-06:00,329,"7.00 x 1054","7.25 x 801",7,198,bid,138600,300,10833,43.87%,0.6249582806521,AUTO,N/A,"09:54:49 ET"
SPY,683.99,Put,600,2026-03-20T16:30:00-05:00,28,"1.40 x 1164","1.42 x 473",1.4,1540,bid,215600,22814,54453,30.80%,-0.0547474588,SLAN,N/A,"09:54:53 ET"
VXX,29.03,Put,29,2026-02-27T16:30:00-06:00,7,"1.05 x 355","1.20 x 200",1.2,200,ask,24000,221,473,76.40%,-0.4728989963,AUTO,N/A,"09:54:55 ET"
EWG,44.08,Call,45,2026-07-17T16:30:00-05:00,147,"1.50 x 127","1.55 x 553",1.5,127,bid,19000,127,212,18.98%,0.41938836734641,AUTO,N/A,"09:55:03 ET"
DIA,493.52,Put,440,2026-03-20T16:30:00-05:00,28,"1.00 x 32","1.08 x 40",1.05,191,mid,20000,308,1090,28.12%,-0.0613257707,SLAN,N/A,"09:55:45 ET"
DIA,493.52,Put,440,2026-03-20T16:30:00-05:00,28,"1.00 x 34","1.07 x 41",1.05,109,mid,11400,308,1090,28.12%,-0.0613257707,SLAN,N/A,"09:55:46 ET"
TQQQ,49.08,Put,44,2026-02-27T16:30:00-06:00,7,"0.67 x 615","0.69 x 4",0.68,200,mid,13600,336,4329,92.82%,-0.1789815372,SLAN,N/A,"09:56:03 ET"
KWEB,32.1198,Call,40,2026-08-21T16:30:00-05:00,182,"0.90 x 35","0.97 x 119",0.94,150,mid,14100,218,119380,33.25%,0.22938454601775,AUTO,N/A,"09:56:14 ET"
GLD,464.53,Call,472,2026-03-06T16:30:00-06:00,14,"8.85 x 247","9.35 x 223",9.15,2500,mid,2287500,2533,113,33.25%,0.42425307107385,SLCN,ToOpen,"09:56:20 ET"
GDX,105.4,Call,101,2026-02-20T16:30:00-06:00,0,"4.25 x 71","5.00 x 1099",4.39,500,mid,219500,1275,2145,66.97%,0.89355691678793,MLAT,N/A,"09:56:28 ET"
GDX,105.4,Call,105,2026-02-20T16:30:00-06:00,0,"0.86 x 602","1.10 x 235",1.02,500,mid,51000,1142,14333,30.49%,0.60032209024095,MLAT,N/A,"09:56:28 ET"
SPY,685.14,Put,640,2026-02-27T16:30:00-06:00,7,"0.46 x 764","0.47 x 467",0.46,1928,bid,88600,4439,20734,28.06%,-0.0370959872,AUTO,N/A,"09:56:34 ET"
TQQQ,49.08,Put,40,2026-02-27T16:30:00-06:00,7,"0.23 x 205","0.27 x 981",0.25,200,mid,5000,401,8986,107.18%,-0.0725714542,SLAN,N/A,"09:56:36 ET"
SILJ,35.325,Call,35,2026-02-27T16:30:00-06:00,7,"1.29 x 1291","1.80 x 1458",1.62,340,mid,55000,465,1039,58.56%,0.56480194456749,MLET,N/A,"09:56:46 ET"
SILJ,35.325,Call,34,2026-02-20T16:30:00-06:00,0,"1.33 x 40","1.77 x 1057",1.5,340,mid,51000,434,1189,86.75%,0.80865844918408,MLET,N/A,"09:56:46 ET"
SLV,73.99,Call,100,2026-03-20T16:30:00-05:00,28,"0.94 x 283","1.01 x 482",1,1150,mid,115000,4846,40465,85.44%,0.12653981485955,AUTO,N/A,"09:56:50 ET"
XLE,55.015,Call,57.5,2026-03-20T16:30:00-05:00,28,"0.77 x 267","0.78 x 93",0.77,267,bid,20500,455,96934,28.50%,0.30721211334893,AUTO,N/A,"09:56:54 ET"
EWY,138.91,Call,147,2026-02-27T16:30:00-06:00,7,"1.00 x 183","1.45 x 56",1,187,bid,18700,193,1,47.35%,0.2021849496114,AUTO,SellToOpen,"09:57:01 ET"
"Downloaded from Barchart.com as of 02-22-2026 08:20am CST"
